,Gender,Age,Education,EducationField,JobRole,YearsAtCompany,BusinessTravel,Department,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHQ,State,AgeWhenHired,MaritalStatus,PercentSalaryHike,StockOptionLevel,MonthlyIncome,Compensation
1670,M,39.0,Bachelors,Technical Degree,Sales Representative,1.0,Travel_Rarely,Operations,Very High,High,Associate,Very High,3.0,No,Excellent,High,19.0,6.0,4.0,0.0,0.0,0.0,9.0045,NY,32.0,Married,14.0,Full Option Plan,2086.0,High
1671,M,50.0,Some College,Marketing,Sales Representative,3.0,Travel_Rarely,Sales,Low,Medium,Junior Associate,High,1.0,Yes,Excellent,High,3.0,2.0,3.0,2.0,0.0,2.0,15.8955,NJ,41.0,Married,14.0,No Option Plan,2683.0,Low
1672,M,46.0,Some College,Medical,Sales Executive,9.0,Travel_Rarely,Sales,High,Medium,Manager,Very High,1.0,No,Excellent,Very High,9.0,3.0,3.0,8.0,4.0,7.0,3.3234,NY,48.0,Single,16.0,No Option Plan,9619.0,Low
1673,F,25.0,Bachelors,Marketing,Sales Executive,6.0,Travel_Rarely,Sales,High,Medium,Associate,High,1.0,Yes,Excellent,Very High,6.0,1.0,3.0,4.0,0.0,3.0,0.5844,NY,41.0,Single,11.0,No Option Plan,5744.0,High
1674,M,31.0,Masters,Life Sciences,Sales Executive,7.0,Travel_Rarely,Sales,Medium,Low,Associate,High,4.0,Yes,Excellent,Medium,12.0,3.0,2.0,7.0,7.0,7.0,13.8832,NJ,37.0,Married,18.0,No Option Plan,6172.0,Low
1675,M,19.0,Below College,Marketing,Sales Representative,0.0,Travel_Rarely,Sales,Very High,High,Junior Associate,High,1.0,Yes,Excellent,Very High,0.0,2.0,2.0,0.0,0.0,0.0,4.8285,NY,38.0,Single,19.0,No Option Plan,1675.0,Low
1676,M,31.0,Bachelors,Life Sciences,Sales Executive,2.0,Travel_Rarely,Sales,Medium,Low,Associate,High,3.0,Yes,Excellent,High,4.0,2.0,3.0,2.0,2.0,2.0,9.9051,NY,45.0,Married,11.0,Full Option Plan,4559.0,Low
1677,F,19.0,Below College,Technical Degree,Sales Representative,0.0,Travel_Frequently,Sales,High,Low,Junior Associate,Low,0.0,No,Outstanding,Low,1.0,5.0,4.0,0.0,0.0,0.0,18.5406,NJ,46.0,Single,21.0,No Option Plan,2325.0,High
1678,F,41.0,Some College,Marketing,Sales Representative,4.0,Travel_Rarely,Sales,Medium,High,Junior Associate,Medium,1.0,Yes,Outstanding,Very High,4.0,5.0,2.0,3.0,0.0,2.0,16.7178,NY,45.0,Single,22.0,No Option Plan,3140.0,Low
1679,F,29.0,Bachelors,Marketing,Sales Executive,10.0,Travel_Rarely,Sales,Medium,High,Manager,Very High,1.0,No,Outstanding,Very High,10.0,3.0,2.0,4.0,1.0,9.0,10.5592,NJ,23.0,Married,22.0,Small Option Plan,7639.0,Low
1680,M,32.0,Masters,Medical,Sales Executive,14.0,Travel_Rarely,Sales,Very High,Low,Manager,Very High,1.0,No,Excellent,High,14.0,2.0,2.0,8.0,9.0,8.0,7.3662,NJ,40.0,Married,11.0,No Option Plan,10400.0,High
1681,M,30.0,Masters,Marketing,Sales Executive,6.0,Travel_Frequently,Sales,High,Medium,Associate,Low,5.0,No,Excellent,High,9.0,5.0,2.0,3.0,0.0,1.0,14.9921,NY,30.0,Single,15.0,No Option Plan,6696.0,High
1682,M,26.0,Masters,Marketing,Sales Executive,8.0,Travel_Rarely,Sales,Very High,Medium,Associate,Very High,1.0,Yes,Excellent,Medium,8.0,0.0,3.0,7.0,7.0,4.0,5.7546,NY,49.0,Single,12.0,No Option Plan,5828.0,High
1683,F,39.0,Some College,Medical,Sales Executive,1.0,Travel_Rarely,Sales,Very High,High,Associate,High,4.0,Yes,Excellent,Low,12.0,3.0,2.0,0.0,0.0,0.0,8.0724,NY,35.0,Married,18.0,No Option Plan,5238.0,High
1684,M,21.0,Below College,Technical Degree,Sales Representative,3.0,Travel_Frequently,Sales,Low,Medium,Junior Associate,Medium,1.0,Yes,Excellent,High,3.0,3.0,3.0,2.0,1.0,2.0,8.9918,NY,50.0,Single,11.0,No Option Plan,2174.0,Low
1685,M,33.0,Bachelors,Marketing,Sales Representative,1.0,Travel_Rarely,Sales,Very High,High,Junior Associate,High,1.0,Yes,Excellent,Medium,1.0,2.0,3.0,0.0,0.0,0.0,15.0962,NJ,19.0,Single,13.0,No Option Plan,2851.0,High
1686,F,41.0,Bachelors,Marketing,Sales Executive,8.0,Travel_Frequently,Sales,Low,High,Associate,Medium,1.0,No,Excellent,High,8.0,5.0,3.0,7.0,7.0,7.0,18.627,NJ,46.0,Single,18.0,No Option Plan,9355.0,Low
1687,M,40.0,Some College,Marketing,Sales Executive,6.0,Travel_Rarely,Information Technology,High,Medium,Associate,High,2.0,Yes,Excellent,Low,8.0,6.0,3.0,4.0,1.0,0.0,17.2561,NJ,40.0,Married,12.0,Large Option Plan,6380.0,High
1688,F,21.0,Bachelors,Life Sciences,Sales Representative,1.0,Travel_Rarely,Information Technology,High,Very High,Junior Associate,Medium,1.0,No,Excellent,Very High,1.0,0.0,3.0,0.0,0.0,0.0,17.8171,NJ,28.0,Single,15.0,No Option Plan,2716.0,High
1689,M,34.0,Bachelors,Marketing,Sales Executive,5.0,Non-Travel,Information Technology,Low,Very High,Associate,Very High,8.0,Yes,Excellent,Medium,9.0,3.0,2.0,2.0,0.0,4.0,15.0431,NY,32.0,Single,13.0,No Option Plan,5304.0,Low
1690,F,24.0,Below College,Technical Degree,Sales Representative,5.0,Travel_Rarely,Information Technology,Low,High,Junior Associate,Medium,1.0,Yes,Excellent,Medium,6.0,4.0,3.0,3.0,1.0,4.0,4.2184,NJ,46.0,Single,16.0,No Option Plan,3202.0,Low
1691,M,34.0,Some College,Marketing,Sales Representative,2.0,Travel_Frequently,Information Technology,Very High,Low,Junior Associate,High,0.0,No,Excellent,Very High,3.0,3.0,2.0,2.0,1.0,0.0,19.9677,NY,30.0,Divorced,16.0,Full Option Plan,2351.0,High
1692,M,18.0,Bachelors,Marketing,Sales Representative,0.0,Travel_Frequently,Information Technology,Medium,High,Junior Associate,Medium,1.0,Yes,Excellent,Very High,0.0,3.0,3.0,0.0,0.0,0.0,5.1381,NY,41.0,Single,14.0,No Option Plan,1878.0,High
1693,F,32.0,Masters,Other,Sales Executive,4.0,Non-Travel,Sales,Very High,Very High,Associate,High,8.0,No,Excellent,Very High,6.0,2.0,3.0,2.0,1.0,2.0,7.2912,NY,36.0,Married,12.0,No Option Plan,4707.0,High
1694,F,30.0,Masters,Life Sciences,Sales Representative,1.0,Travel_Frequently,Sales,Medium,Medium,Junior Associate,Low,1.0,No,Excellent,High,1.0,2.0,4.0,0.0,0.0,0.0,10.9224,NY,43.0,Married,18.0,Full Option Plan,2033.0,Low
1695,F,31.0,Masters,Medical,Sales Executive,3.0,Travel_Rarely,Sales,Medium,High,Associate,Low,2.0,No,Excellent,High,9.0,2.0,1.0,1.0,1.0,2.0,6.6971,NY,44.0,Divorced,17.0,No Option Plan,4233.0,Low
1696,M,27.0,Below College,Marketing,Sales Representative,4.0,Travel_Rarely,Finance,High,High,Junior Associate,Low,0.0,No,Excellent,Medium,5.0,3.0,3.0,3.0,0.0,2.0,13.2561,NJ,35.0,Divorced,11.0,Full Option Plan,3041.0,Low
1697,M,45.0,Masters,Life Sciences,Sales Executive,1.0,Travel_Frequently,Finance,Low,High,Associate,Low,2.0,No,Excellent,Very High,5.0,4.0,3.0,1.0,0.0,0.0,5.5761,NY,21.0,Married,14.0,Large Option Plan,4286.0,Low
1698,F,24.0,Some College,Life Sciences,Sales Executive,2.0,Travel_Rarely,Finance,Low,High,Associate,High,9.0,No,Excellent,Low,4.0,3.0,3.0,2.0,2.0,0.0,7.5875,NJ,20.0,Single,14.0,No Option Plan,4577.0,Low
1699,F,50.0,Some College,Technical Degree,Sales Executive,4.0,Travel_Frequently,Finance,Medium,High,Associate,High,3.0,Yes,Excellent,Low,18.0,4.0,3.0,3.0,1.0,3.0,18.0103,NY,31.0,Married,14.0,Full Option Plan,6796.0,High
1700,F,47.0,Some College,Life Sciences,Sales Executive,5.0,Travel_Frequently,Finance,Medium,Very High,Associate,High,4.0,Yes,Excellent,Very High,8.0,2.0,3.0,4.0,1.0,3.0,6.3574,NY,23.0,Single,12.0,No Option Plan,6397.0,High
1701,M,26.0,Bachelors,Technical Degree,Sales Executive,4.0,Travel_Rarely,Sales,Very High,Medium,Associate,Low,6.0,No,Excellent,High,6.0,2.0,2.0,3.0,1.0,2.0,15.4926,NY,35.0,Single,17.0,No Option Plan,5326.0,Low
1702,F,33.0,Bachelors,Marketing,Sales Executive,3.0,Travel_Rarely,Sales,Low,High,Associate,Low,5.0,No,Excellent,High,6.0,3.0,3.0,2.0,0.0,2.0,10.4839,NY,44.0,Single,15.0,No Option Plan,5324.0,High
1703,M,49.0,Bachelors,Marketing,Sales Executive,9.0,Travel_Rarely,Sales,High,High,Manager,Very High,1.0,No,Excellent,Low,9.0,3.0,4.0,8.0,7.0,7.0,10.3339,NY,49.0,Married,18.0,Large Option Plan,7654.0,High
1704,F,55.0,Below College,Medical,Sales Executive,9.0,Travel_Rarely,Sales,High,High,Associate,Very High,4.0,No,Excellent,High,12.0,3.0,2.0,7.0,7.0,3.0,10.4835,NY,20.0,Single,16.0,No Option Plan,5160.0,Low
1705,M,29.0,Bachelors,Medical,Sales Representative,3.0,Travel_Rarely,Marketing,Medium,Medium,Junior Associate,High,6.0,Yes,Excellent,High,5.0,3.0,3.0,2.0,0.0,2.0,5.7782,NY,38.0,Divorced,19.0,Small Option Plan,2800.0,High
1706,M,20.0,Bachelors,Medical,Sales Representative,2.0,Travel_Rarely,Marketing,High,Medium,Junior Associate,High,1.0,No,Excellent,Very High,2.0,3.0,2.0,2.0,0.0,2.0,7.638,NJ,21.0,Single,13.0,No Option Plan,2044.0,Low
1707,F,25.0,Some College,Marketing,Sales Representative,1.0,Travel_Rarely,Marketing,High,Medium,Junior Associate,Medium,1.0,Yes,Excellent,High,1.0,2.0,3.0,0.0,0.0,0.0,4.1384,NY,48.0,Married,18.0,Small Option Plan,2413.0,Low
1708,F,19.0,Bachelors,Other,Sales Representative,1.0,Travel_Rarely,Marketing,Very High,Medium,Junior Associate,Medium,1.0,Yes,Excellent,Medium,1.0,3.0,4.0,0.0,0.0,0.0,12.2688,NY,24.0,Single,13.0,No Option Plan,2121.0,High
1709,M,36.0,Below College,Life Sciences,Sales Executive,16.0,Travel_Rarely,Marketing,High,Medium,Manager,Very High,1.0,Yes,Excellent,Low,16.0,6.0,3.0,7.0,3.0,7.0,15.9391,NY,33.0,Married,11.0,Full Option Plan,10325.0,High
1710,F,37.0,Masters,Life Sciences,Sales Executive,14.0,Travel_Rarely,Sales,Low,Medium,Manager,High,5.0,No,Excellent,High,17.0,2.0,1.0,1.0,11.0,7.0,16.0763,NJ,46.0,Married,11.0,No Option Plan,10609.0,Low
1711,M,40.0,Bachelors,Life Sciences,Sales Executive,1.0,Non-Travel,Sales,Medium,Very High,Executive,Medium,4.0,Yes,Excellent,Very High,22.0,2.0,2.0,0.0,0.0,0.0,14.309,NJ,43.0,Single,16.0,No Option Plan,13194.0,Low
1712,F,26.0,Some College,Medical,Sales Executive,2.0,Non-Travel,Sales,Medium,Low,Associate,Low,8.0,No,Excellent,Very High,7.0,6.0,3.0,2.0,2.0,2.0,6.2787,NJ,31.0,Single,18.0,No Option Plan,4969.0,Low
1713,M,52.0,Below College,Marketing,Manager,32.0,Travel_Rarely,Sales,Low,Low,VP to C-Level,Very High,1.0,No,Excellent,Very High,33.0,3.0,3.0,14.0,6.0,9.0,10.933,NY,44.0,Married,15.0,Full Option Plan,19845.0,Low
1714,F,20.0,Bachelors,Marketing,Sales Representative,2.0,Travel_Frequently,Sales,Very High,High,Junior Associate,Very High,1.0,Yes,Excellent,Medium,2.0,3.0,3.0,2.0,0.0,2.0,17.4548,NJ,28.0,Single,14.0,No Option Plan,2323.0,Low
1715,M,35.0,Bachelors,Technical Degree,Sales Executive,8.0,Travel_Rarely,Sales,Very High,High,Manager,Low,0.0,Yes,Outstanding,Low,9.0,2.0,3.0,7.0,4.0,7.0,3.7432,NY,44.0,Single,22.0,No Option Plan,9582.0,High
1716,M,50.0,Masters,Other,Sales Executive,0.0,Travel_Frequently,Finance,Very High,High,Associate,High,3.0,Yes,Excellent,Very High,5.0,4.0,3.0,0.0,0.0,0.0,9.0001,NY,38.0,Single,14.0,No Option Plan,4728.0,High
1717,M,33.0,Masters,Marketing,Sales Executive,5.0,Travel_Rarely,Finance,Low,High,Associate,Low,0.0,Yes,Excellent,Low,6.0,3.0,3.0,2.0,0.0,3.0,15.7234,NJ,49.0,Single,17.0,No Option Plan,8224.0,Low
1718,M,29.0,Below College,Life Sciences,Sales Executive,11.0,Travel_Rarely,Finance,Very High,Medium,Manager,Low,1.0,No,Excellent,Low,11.0,3.0,1.0,8.0,3.0,10.0,10.5383,NJ,31.0,Married,13.0,Full Option Plan,7336.0,Low
1719,M,42.0,Bachelors,Life Sciences,Sales Executive,21.0,Travel_Frequently,Finance,High,High,Executive,Low,0.0,Yes,Excellent,Medium,22.0,2.0,2.0,9.0,13.0,14.0,18.1517,NY,36.0,Single,12.0,No Option Plan,13758.0,Low
1720,F,43.0,Bachelors,Marketing,Sales Executive,4.0,Travel_Rarely,Finance,Low,Low,Associate,High,8.0,No,Excellent,Medium,7.0,2.0,2.0,3.0,1.0,3.0,15.1336,NY,40.0,Single,13.0,No Option Plan,5346.0,Low
1721,M,25.0,Below College,Life Sciences,Sales Representative,1.0,Travel_Frequently,Sales,High,Low,Junior Associate,Very High,1.0,Yes,Excellent,Very High,1.0,4.0,3.0,0.0,1.0,0.0,10.3519,NY,48.0,Single,14.0,No Option Plan,1118.0,Low
1722,M,45.0,Bachelors,Marketing,Manager,24.0,Travel_Rarely,Sales,Low,Low,VP to C-Level,Medium,2.0,Yes,Excellent,Low,26.0,2.0,3.0,10.0,1.0,11.0,12.3188,NJ,30.0,Single,16.0,No Option Plan,18824.0,Low
1723,M,40.0,Masters,Marketing,Sales Executive,5.0,Travel_Rarely,Sales,Very High,Medium,Manager,Medium,2.0,Yes,Excellent,High,9.0,2.0,3.0,4.0,1.0,0.0,1.5185,NY,19.0,Single,12.0,No Option Plan,9094.0,High
1724,M,52.0,Bachelors,Life Sciences,Sales Executive,8.0,Travel_Rarely,Sales,Medium,High,Manager,Medium,9.0,Yes,Excellent,High,10.0,2.0,2.0,7.0,7.0,7.0,18.664,NJ,25.0,Single,19.0,No Option Plan,8446.0,High
1725,M,31.0,Bachelors,Life Sciences,Sales Representative,3.0,Travel_Frequently,Sales,Very High,High,Junior Associate,Medium,1.0,Yes,Excellent,Low,3.0,2.0,4.0,2.0,2.0,2.0,12.6574,NY,46.0,Single,11.0,No Option Plan,2302.0,High
1726,M,55.0,Masters,Marketing,Sales Executive,19.0,Travel_Rarely,Sales,Low,Very High,Executive,High,6.0,Yes,Excellent,High,24.0,2.0,2.0,7.0,3.0,8.0,10.1162,NY,35.0,Single,17.0,No Option Plan,13695.0,High
1727,M,31.0,Bachelors,Life Sciences,Sales Representative,1.0,Travel_Frequently,Sales,High,Medium,Junior Associate,Very High,7.0,No,Excellent,High,3.0,3.0,4.0,0.0,0.0,0.0,19.0534,NJ,40.0,Single,14.0,No Option Plan,2785.0,Low
1728,M,35.0,Masters,Marketing,Sales Executive,4.0,Travel_Frequently,Sales,Very High,High,Associate,High,0.0,Yes,Excellent,High,5.0,0.0,2.0,2.0,3.0,2.0,17.3473,NY,20.0,Married,18.0,Full Option Plan,4614.0,Low
1729,M,31.0,Masters,Life Sciences,Sales Representative,1.0,Travel_Frequently,Sales,Medium,Low,Junior Associate,High,1.0,No,Excellent,Medium,1.0,3.0,3.0,0.0,0.0,0.0,19.4302,NJ,37.0,Single,12.0,No Option Plan,1359.0,High
1730,M,25.0,Some College,Life Sciences,Sales Representative,3.0,Travel_Rarely,Sales,Low,Medium,Junior Associate,Low,3.0,No,Excellent,Low,6.0,2.0,3.0,2.0,2.0,2.0,13.3131,NY,26.0,Married,12.0,No Option Plan,4400.0,High
1731,M,46.0,Bachelors,Marketing,Sales Executive,7.0,Travel_Rarely,Sales,Low,High,Manager,Very High,4.0,No,Excellent,Low,28.0,1.0,4.0,7.0,4.0,3.0,16.5033,NY,46.0,Divorced,11.0,Full Option Plan,10096.0,High
1732,M,28.0,Bachelors,Technical Degree,Sales Representative,3.0,Travel_Frequently,Sales,Low,High,Junior Associate,High,3.0,No,Excellent,Very High,5.0,3.0,4.0,2.0,1.0,2.0,7.3864,NY,39.0,Married,15.0,Full Option Plan,2909.0,Low
1733,M,29.0,Bachelors,Technical Degree,Sales Executive,5.0,Travel_Frequently,Sales,Low,High,Associate,Medium,5.0,No,Excellent,Low,7.0,4.0,1.0,3.0,0.0,0.0,6.4098,NY,40.0,Single,11.0,No Option Plan,5765.0,Low
1734,M,34.0,Masters,Medical,Sales Executive,15.0,Travel_Rarely,Sales,Low,Medium,Associate,Medium,0.0,Yes,Outstanding,High,16.0,2.0,4.0,9.0,10.0,10.0,18.2046,NJ,46.0,Single,23.0,No Option Plan,4599.0,Low
1735,F,30.0,Bachelors,Life Sciences,Sales Executive,10.0,Travel_Rarely,Sales,Medium,Medium,Associate,Low,1.0,No,Excellent,Very High,10.0,4.0,3.0,8.0,6.0,7.0,1.0004,NY,44.0,Married,11.0,Full Option Plan,9714.0,Low
1736,F,18.0,Some College,Medical,Sales Representative,0.0,Travel_Frequently,Sales,Medium,High,Junior Associate,Very High,1.0,Yes,Excellent,High,0.0,2.0,4.0,0.0,0.0,0.0,11.151,NY,27.0,Single,12.0,No Option Plan,1569.0,Low
1737,M,35.0,Bachelors,Medical,Sales Executive,13.0,Travel_Rarely,Sales,Very High,Medium,Manager,Low,9.0,No,Excellent,High,15.0,3.0,3.0,12.0,6.0,0.0,10.9425,NY,39.0,Married,17.0,No Option Plan,10306.0,Low
1738,M,35.0,Some College,Medical,Sales Executive,2.0,Travel_Rarely,Finance,Low,Low,Associate,Very High,6.0,Yes,Excellent,Very High,7.0,2.0,2.0,2.0,2.0,2.0,5.2541,NY,37.0,Divorced,14.0,Large Option Plan,5440.0,Low
1739,M,35.0,Masters,Other,Sales Executive,11.0,Travel_Frequently,Finance,Very High,High,Associate,Very High,3.0,Yes,Outstanding,Low,13.0,2.0,4.0,9.0,6.0,7.0,14.9258,NY,39.0,Single,24.0,No Option Plan,4581.0,Low
1740,M,48.0,Some College,Medical,Sales Representative,9.0,Travel_Frequently,Finance,Very High,High,Junior Associate,High,2.0,Yes,Excellent,High,19.0,3.0,3.0,7.0,7.0,7.0,14.4656,NY,30.0,Married,11.0,Large Option Plan,2655.0,High
1741,M,23.0,Bachelors,Life Sciences,Sales Representative,3.0,Travel_Rarely,Finance,High,High,Junior Associate,Very High,1.0,Yes,Outstanding,Medium,3.0,2.0,3.0,2.0,0.0,2.0,3.3937,NY,26.0,Divorced,21.0,Full Option Plan,2275.0,High
1742,M,47.0,Bachelors,Life Sciences,Sales Executive,23.0,Travel_Frequently,Finance,High,Low,Executive,High,7.0,No,Excellent,High,25.0,3.0,1.0,5.0,14.0,10.0,6.2426,NY,29.0,Married,11.0,No Option Plan,12936.0,High
1743,F,36.0,Doctorate,Marketing,Sales Executive,2.0,Travel_Rarely,Sales,Medium,Medium,Associate,Low,5.0,Yes,Excellent,Medium,16.0,3.0,3.0,2.0,2.0,2.0,14.6652,NY,34.0,Divorced,13.0,Small Option Plan,6134.0,High
1744,M,32.0,Some College,Life Sciences,Sales Executive,0.0,Travel_Rarely,Sales,Low,Low,Associate,Medium,6.0,No,Excellent,Medium,10.0,2.0,3.0,0.0,0.0,0.0,5.8253,NY,31.0,Single,15.0,No Option Plan,6735.0,High
1745,F,29.0,Bachelors,Marketing,Sales Representative,2.0,Travel_Rarely,Sales,Medium,Low,Junior Associate,Medium,1.0,No,Excellent,High,2.0,3.0,3.0,2.0,2.0,2.0,2.6184,NJ,50.0,Single,13.0,No Option Plan,2760.0,High
1746,M,33.0,Bachelors,Life Sciences,Sales Executive,0.0,Travel_Rarely,Sales,Low,High,Manager,Low,2.0,Yes,Outstanding,High,11.0,2.0,2.0,0.0,0.0,0.0,7.0909,NY,47.0,Single,20.0,No Option Plan,8564.0,High
1747,M,31.0,Masters,Marketing,Sales Executive,1.0,Travel_Rarely,Sales,Low,High,Manager,High,2.0,No,Excellent,Low,10.0,2.0,3.0,0.0,0.0,0.0,8.9694,NJ,33.0,Married,13.0,Small Option Plan,8161.0,High
1748,M,21.0,Below College,Marketing,Sales Representative,1.0,Travel_Rarely,Sales,Medium,High,Junior Associate,Medium,1.0,No,Excellent,Medium,1.0,3.0,3.0,0.0,1.0,0.0,8.0053,NY,23.0,Single,13.0,No Option Plan,2679.0,High
1749,M,35.0,Bachelors,Life Sciences,Sales Executive,10.0,Travel_Rarely,Sales,High,High,Associate,Very High,1.0,Yes,Excellent,Very High,10.0,2.0,3.0,7.0,7.0,7.0,10.0608,NY,41.0,Single,18.0,No Option Plan,5813.0,High
1750,M,32.0,Masters,Marketing,Sales Executive,2.0,Travel_Rarely,Operations,High,Medium,Associate,Medium,7.0,Yes,Excellent,High,7.0,3.0,2.0,2.0,2.0,2.0,9.1183,NY,37.0,Single,12.0,No Option Plan,9907.0,Low
1751,M,46.0,Bachelors,Life Sciences,Sales Executive,8.0,Travel_Rarely,Operations,High,High,Manager,Medium,5.0,No,Outstanding,High,14.0,2.0,3.0,7.0,0.0,7.0,22.1034,NJ,49.0,Married,21.0,Small Option Plan,7314.0,Low
1752,M,30.0,Bachelors,Medical,Sales Representative,1.0,Travel_Rarely,Operations,Medium,High,Junior Associate,Very High,1.0,No,Excellent,High,1.0,3.0,2.0,0.0,0.0,0.0,7.6074,NY,24.0,Single,13.0,No Option Plan,1081.0,High
1753,M,29.0,Bachelors,Technical Degree,Sales Representative,1.0,Travel_Frequently,Operations,High,Very High,Junior Associate,Low,1.0,No,Excellent,Very High,1.0,3.0,3.0,0.0,0.0,0.0,4.7245,NY,44.0,Single,17.0,No Option Plan,1091.0,Low
1754,M,28.0,Some College,Marketing,Sales Executive,2.0,Travel_Rarely,Operations,Very High,High,Associate,High,3.0,Yes,Excellent,Very High,6.0,0.0,3.0,0.0,2.0,2.0,33.2581,NJ,31.0,Single,11.0,No Option Plan,9854.0,Low
1755,M,31.0,Masters,Marketing,Sales Executive,10.0,Travel_Frequently,Sales,Low,High,Associate,Very High,1.0,Yes,Excellent,High,10.0,4.0,3.0,7.0,0.0,8.0,36.2697,NJ,34.0,Married,11.0,No Option Plan,5617.0,Low
1756,F,53.0,Masters,Life Sciences,Sales Executive,2.0,Travel_Rarely,Sales,Low,High,Manager,Low,6.0,Yes,Excellent,Medium,15.0,2.0,2.0,2.0,2.0,2.0,34.6113,NJ,22.0,Single,13.0,No Option Plan,10448.0,Low
1757,M,23.0,Bachelors,Marketing,Sales Representative,1.0,Travel_Frequently,Sales,Very High,High,Junior Associate,Low,1.0,No,Excellent,Low,1.0,3.0,2.0,0.0,1.0,0.0,4.3117,NY,40.0,Married,19.0,Full Option Plan,1790.0,Low
1758,F,50.0,Masters,Life Sciences,Sales Executive,6.0,Travel_Frequently,Sales,Medium,High,Associate,High,7.0,No,Excellent,Very High,12.0,3.0,3.0,3.0,0.0,1.0,22.4105,NJ,19.0,Divorced,12.0,Large Option Plan,6728.0,High
1759,M,50.0,Bachelors,Marketing,Sales Executive,3.0,Travel_Rarely,Sales,Very High,Medium,Manager,Low,4.0,Yes,Excellent,Medium,20.0,3.0,3.0,2.0,2.0,0.0,32.8813,NJ,35.0,Divorced,13.0,Full Option Plan,10854.0,Low
1760,M,41.0,Some College,Life Sciences,Sales Executive,6.0,Travel_Rarely,Sales,Medium,High,Associate,Very High,8.0,Yes,Excellent,Low,8.0,0.0,1.0,4.0,0.0,5.0,33.3197,NJ,49.0,Single,11.0,No Option Plan,5993.0,Low
1761,F,36.0,Masters,Life Sciences,Sales Representative,5.0,Travel_Rarely,Sales,High,Medium,Junior Associate,Low,7.0,No,Outstanding,Medium,10.0,4.0,3.0,3.0,0.0,3.0,36.3979,NJ,29.0,Single,23.0,No Option Plan,3407.0,Low
1762,M,39.0,Bachelors,Technical Degree,Sales Representative,1.0,Travel_Rarely,Sales,Very High,High,Associate,Very High,3.0,No,Excellent,High,19.0,6.0,4.0,0.0,0.0,0.0,22.7488,NJ,32.0,Married,14.0,Full Option Plan,2086.0,High
1763,F,50.0,Some College,Marketing,Sales Representative,3.0,Travel_Rarely,Sales,Low,Medium,Junior Associate,High,1.0,Yes,Excellent,High,3.0,2.0,3.0,2.0,0.0,2.0,35.4074,NJ,41.0,Married,14.0,No Option Plan,2683.0,High
1764,M,46.0,Some College,Medical,Sales Executive,9.0,Travel_Rarely,Sales,High,Medium,Manager,Very High,1.0,No,Excellent,Very High,9.0,3.0,3.0,8.0,4.0,7.0,21.6776,NJ,48.0,Single,16.0,No Option Plan,9619.0,High
1765,F,25.0,Bachelors,Marketing,Sales Executive,6.0,Travel_Rarely,Sales,High,Medium,Associate,High,1.0,Yes,Excellent,Very High,6.0,1.0,3.0,4.0,0.0,3.0,21.7471,NJ,41.0,Single,11.0,No Option Plan,5744.0,Low
1766,M,31.0,Masters,Life Sciences,Sales Executive,7.0,Travel_Rarely,Marketing,Medium,Low,Associate,High,4.0,Yes,Excellent,Medium,12.0,3.0,2.0,7.0,7.0,7.0,14.4813,NJ,37.0,Married,18.0,No Option Plan,6172.0,High
1767,M,19.0,Below College,Marketing,Sales Representative,0.0,Travel_Rarely,Marketing,Very High,High,Junior Associate,High,1.0,Yes,Excellent,Very High,0.0,2.0,2.0,0.0,0.0,0.0,25.6722,NJ,38.0,Single,19.0,No Option Plan,1675.0,High
1768,M,31.0,Bachelors,Life Sciences,Sales Executive,2.0,Travel_Rarely,Marketing,Medium,Low,Associate,High,3.0,Yes,Excellent,High,4.0,2.0,3.0,2.0,2.0,2.0,32.9432,NJ,45.0,Married,11.0,Full Option Plan,4559.0,High
1769,M,19.0,Below College,Technical Degree,Sales Representative,0.0,Travel_Frequently,Marketing,High,Low,Junior Associate,Low,0.0,No,Outstanding,Low,1.0,5.0,4.0,0.0,0.0,0.0,34.953,NJ,46.0,Single,21.0,No Option Plan,2325.0,Low
1770,F,41.0,Some College,Marketing,Sales Representative,4.0,Travel_Rarely,Marketing,Medium,High,Junior Associate,Medium,1.0,Yes,Outstanding,Very High,4.0,5.0,2.0,3.0,0.0,2.0,29.2513,NJ,45.0,Single,22.0,No Option Plan,3140.0,Low
1771,F,29.0,Bachelors,Marketing,Sales Executive,10.0,Travel_Rarely,Sales,Medium,High,Manager,Very High,1.0,No,Outstanding,Very High,10.0,3.0,2.0,4.0,1.0,9.0,39.6597,NJ,23.0,Married,22.0,Small Option Plan,7639.0,High
1772,M,32.0,Masters,Medical,Sales Executive,14.0,Travel_Rarely,Sales,Very High,Low,Manager,Very High,1.0,No,Excellent,High,14.0,2.0,2.0,8.0,9.0,8.0,12.2129,NY,40.0,Married,11.0,No Option Plan,10400.0,High
1773,F,30.0,Masters,Marketing,Sales Executive,6.0,Travel_Frequently,Sales,High,Medium,Associate,Low,5.0,No,Excellent,High,9.0,5.0,2.0,3.0,0.0,1.0,35.7768,NJ,30.0,Single,15.0,No Option Plan,6696.0,Low
