,CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Status,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
4416,no_checking,35,prior_payments_delayed,business,4826,500_to_1000,1_to_4,3,minority,none,4,unknown,29,none,own,1,skilled,1,none,yes,Risk
4417,no_checking,31,prior_payments_delayed,radio_tv,6423,greater_1000,4_to_7,3,minority,none,4,car_other,41,none,own,2,skilled,1,yes,yes,Risk
4418,no_checking,27,prior_payments_delayed,appliances,4204,unknown,4_to_7,3,majority,none,4,car_other,52,none,own,2,skilled,1,none,yes,No Risk
4419,0_to_200,23,outstanding_credit,radio_tv,2897,greater_1000,4_to_7,3,minority,none,3,car_other,49,bank,rent,1,unemployed,1,yes,yes,Risk
4420,0_to_200,29,credits_paid_to_date,furniture,4897,less_100,1_to_4,2,majority,none,3,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk
4421,0_to_200,29,outstanding_credit,car_used,3664,unknown,greater_7,3,majority,none,1,unknown,46,stores,own,2,unskilled,1,none,yes,No Risk
4422,no_checking,29,outstanding_credit,appliances,4504,unknown,greater_7,4,minority,none,4,car_other,34,none,own,2,skilled,1,yes,yes,Risk
4423,less_0,23,credits_paid_to_date,repairs,2322,less_100,1_to_4,3,minority,none,1,savings_insurance,24,none,own,1,skilled,1,none,yes,Risk
4424,0_to_200,4,credits_paid_to_date,car_new,3185,less_100,4_to_7,2,majority,none,2,car_other,45,none,own,1,skilled,1,yes,yes,No Risk
4425,less_0,18,prior_payments_delayed,car_new,1661,100_to_500,1_to_4,2,minority,co-applicant,3,car_other,35,bank,own,2,unskilled,1,yes,yes,Risk
4426,less_0,4,prior_payments_delayed,furniture,250,500_to_1000,4_to_7,1,majority,none,3,car_other,31,stores,own,1,skilled,1,yes,yes,No Risk
4427,no_checking,33,prior_payments_delayed,business,10525,500_to_1000,4_to_7,5,majority,none,4,unknown,45,none,free,3,management_self-employed,2,yes,yes,No Risk
4428,0_to_200,27,credits_paid_to_date,car_used,1918,100_to_500,4_to_7,3,minority,none,3,real_estate,20,stores,rent,1,skilled,1,none,yes,Risk
4429,less_0,16,credits_paid_to_date,car_used,1852,less_100,unemployed,2,majority,none,3,car_other,30,none,own,1,skilled,1,yes,yes,No Risk
4430,no_checking,8,credits_paid_to_date,furniture,6365,less_100,1_to_4,4,majority,none,3,savings_insurance,25,none,own,2,management_self-employed,1,none,yes,No Risk
4431,no_checking,40,outstanding_credit,appliances,9367,greater_1000,1_to_4,4,minority,co-applicant,5,car_other,50,stores,own,2,unskilled,2,yes,yes,Risk
4432,0_to_200,34,prior_payments_delayed,furniture,250,500_to_1000,greater_7,4,minority,none,3,savings_insurance,39,stores,own,1,skilled,1,none,yes,Risk
4433,less_0,25,prior_payments_delayed,furniture,4653,greater_1000,4_to_7,2,minority,none,1,unknown,37,stores,own,2,unskilled,1,yes,yes,Risk
4434,no_checking,43,credits_paid_to_date,furniture,4704,500_to_1000,4_to_7,4,minority,guarantor,4,real_estate,41,bank,own,2,unemployed,1,yes,yes,Risk
4435,less_0,15,credits_paid_to_date,appliances,1069,less_100,less_1,2,minority,none,3,real_estate,34,none,own,1,skilled,1,none,yes,Risk
4436,less_0,4,credits_paid_to_date,car_used,250,less_100,1_to_4,3,minority,none,3,savings_insurance,34,none,own,1,skilled,1,none,yes,Risk
4437,less_0,40,outstanding_credit,appliances,2734,greater_1000,4_to_7,4,majority,none,4,unknown,36,stores,own,2,skilled,1,yes,yes,No Risk
4438,0_to_200,32,credits_paid_to_date,radio_tv,4593,500_to_1000,4_to_7,4,majority,none,3,car_other,34,none,free,2,skilled,1,none,yes,No Risk
4439,less_0,13,all_credits_paid_back,furniture,5577,less_100,4_to_7,3,majority,none,3,car_other,28,none,own,1,skilled,1,none,yes,No Risk
4440,no_checking,23,prior_payments_delayed,car_used,1743,unknown,1_to_4,3,majority,none,3,car_other,29,none,own,1,skilled,1,none,yes,No Risk
4441,no_checking,33,outstanding_credit,repairs,5595,unknown,greater_7,5,majority,co-applicant,4,unknown,54,none,free,2,skilled,2,yes,yes,No Risk
4442,no_checking,18,credits_paid_to_date,car_new,5351,500_to_1000,4_to_7,3,majority,none,4,car_other,39,none,own,2,skilled,1,none,yes,No Risk
4443,0_to_200,25,credits_paid_to_date,radio_tv,2092,less_100,less_1,1,majority,none,2,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk
4444,0_to_200,17,credits_paid_to_date,car_used,1722,500_to_1000,less_1,2,majority,none,3,real_estate,25,none,own,1,skilled,2,yes,yes,No Risk
4445,no_checking,33,prior_payments_delayed,furniture,5315,unknown,1_to_4,3,majority,none,3,savings_insurance,50,none,own,2,skilled,1,yes,yes,No Risk
4446,less_0,20,credits_paid_to_date,radio_tv,2305,100_to_500,4_to_7,2,majority,none,2,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk
4447,no_checking,31,prior_payments_delayed,radio_tv,4569,100_to_500,1_to_4,4,majority,none,5,savings_insurance,37,none,free,2,management_self-employed,1,yes,yes,No Risk
4448,0_to_200,18,prior_payments_delayed,radio_tv,1775,100_to_500,1_to_4,2,majority,none,3,savings_insurance,39,none,own,1,skilled,1,yes,yes,No Risk
4449,0_to_200,25,outstanding_credit,car_used,3190,100_to_500,1_to_4,3,majority,none,3,savings_insurance,42,bank,own,1,unskilled,1,none,yes,No Risk
4450,no_checking,8,credits_paid_to_date,car_new,1444,less_100,1_to_4,3,majority,none,4,car_other,47,none,own,1,management_self-employed,1,none,yes,No Risk
4451,0_to_200,16,prior_payments_delayed,furniture,4722,100_to_500,greater_7,3,majority,none,2,unknown,50,bank,own,2,unemployed,1,yes,yes,No Risk
4452,less_0,11,credits_paid_to_date,appliances,250,less_100,less_1,2,minority,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
4453,0_to_200,28,credits_paid_to_date,radio_tv,2379,less_100,4_to_7,3,majority,none,2,real_estate,26,none,free,1,skilled,1,none,yes,No Risk
4454,less_0,4,credits_paid_to_date,car_used,3205,less_100,4_to_7,3,majority,none,3,savings_insurance,19,none,own,1,management_self-employed,1,none,yes,No Risk
4455,no_checking,47,outstanding_credit,radio_tv,7388,500_to_1000,1_to_4,4,minority,co-applicant,5,savings_insurance,43,none,free,2,skilled,1,yes,yes,Risk
4456,no_checking,27,prior_payments_delayed,appliances,4489,100_to_500,1_to_4,3,minority,none,4,savings_insurance,32,none,own,2,skilled,2,yes,yes,Risk
4457,greater_200,24,credits_paid_to_date,car_used,4758,100_to_500,4_to_7,3,majority,none,3,savings_insurance,38,none,own,1,skilled,1,yes,yes,No Risk
4458,0_to_200,4,all_credits_paid_back,car_used,416,less_100,less_1,1,minority,none,1,savings_insurance,19,none,rent,1,skilled,1,none,yes,Risk
4459,0_to_200,19,credits_paid_to_date,repairs,2083,500_to_1000,less_1,3,minority,none,2,real_estate,35,none,own,1,skilled,1,none,yes,Risk
4460,less_0,6,all_credits_paid_back,car_new,250,less_100,1_to_4,2,minority,none,1,real_estate,20,none,own,1,skilled,1,none,yes,Risk
4461,no_checking,33,outstanding_credit,radio_tv,8499,500_to_1000,greater_7,5,minority,guarantor,6,unknown,58,none,free,2,skilled,1,yes,yes,Risk
4462,less_0,14,all_credits_paid_back,furniture,250,500_to_1000,less_1,2,minority,none,2,real_estate,24,none,rent,1,skilled,1,none,yes,Risk
4463,no_checking,40,prior_payments_delayed,repairs,8523,500_to_1000,greater_7,5,majority,co-applicant,4,unknown,49,none,free,2,skilled,2,yes,yes,No Risk
4464,no_checking,26,prior_payments_delayed,appliances,5362,500_to_1000,4_to_7,4,majority,none,4,savings_insurance,41,none,own,3,skilled,1,none,yes,No Risk
4465,less_0,8,prior_payments_delayed,car_new,1821,less_100,less_1,2,majority,none,3,car_other,38,none,own,2,skilled,1,yes,yes,No Risk
4466,0_to_200,4,all_credits_paid_back,car_used,2348,100_to_500,less_1,1,majority,none,3,real_estate,19,stores,rent,1,unskilled,2,none,yes,No Risk
4467,0_to_200,23,outstanding_credit,car_used,3747,100_to_500,1_to_4,2,minority,none,3,car_other,40,none,rent,1,skilled,1,none,yes,Risk
4468,less_0,7,credits_paid_to_date,vacation,250,500_to_1000,1_to_4,2,minority,none,3,real_estate,22,none,rent,1,skilled,1,none,yes,Risk
4469,less_0,13,no_credits,car_used,430,less_100,unemployed,2,majority,none,1,real_estate,21,none,rent,1,skilled,1,none,yes,No Risk
4470,less_0,5,all_credits_paid_back,car_used,250,100_to_500,1_to_4,1,minority,none,1,savings_insurance,25,stores,rent,1,skilled,1,none,yes,Risk
4471,no_checking,32,prior_payments_delayed,car_used,7832,greater_1000,1_to_4,4,majority,co-applicant,4,car_other,37,none,own,2,management_self-employed,1,none,yes,No Risk
4472,0_to_200,5,all_credits_paid_back,car_new,2733,less_100,less_1,3,minority,none,1,car_other,24,none,own,1,skilled,1,none,yes,Risk
4473,no_checking,31,prior_payments_delayed,radio_tv,5321,100_to_500,4_to_7,4,minority,none,4,car_other,46,none,own,1,skilled,1,yes,yes,Risk
4474,0_to_200,18,credits_paid_to_date,car_new,2211,less_100,1_to_4,2,majority,none,2,real_estate,35,none,own,2,skilled,1,none,yes,No Risk
4475,less_0,20,prior_payments_delayed,car_used,1179,less_100,1_to_4,2,minority,co-applicant,2,car_other,55,stores,free,1,unskilled,1,yes,yes,Risk
4476,greater_200,34,prior_payments_delayed,business,1998,100_to_500,4_to_7,2,majority,none,2,real_estate,38,none,rent,1,skilled,2,none,yes,No Risk
4477,less_0,28,credits_paid_to_date,car_new,901,less_100,1_to_4,2,majority,none,2,savings_insurance,31,stores,own,1,skilled,1,yes,yes,No Risk
4478,no_checking,13,credits_paid_to_date,furniture,3180,less_100,4_to_7,4,majority,none,4,savings_insurance,34,bank,own,1,unskilled,2,yes,yes,No Risk
4479,0_to_200,19,credits_paid_to_date,furniture,1459,less_100,1_to_4,3,majority,none,3,car_other,42,bank,rent,1,unskilled,1,yes,yes,No Risk
4480,less_0,11,prior_payments_delayed,car_new,3900,less_100,1_to_4,2,majority,none,3,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
4481,0_to_200,17,prior_payments_delayed,repairs,4339,less_100,1_to_4,3,majority,none,3,savings_insurance,44,stores,own,2,skilled,1,none,yes,No Risk
4482,0_to_200,4,credits_paid_to_date,car_used,389,less_100,less_1,2,minority,co-applicant,2,real_estate,40,none,own,1,skilled,1,yes,no,Risk
4483,0_to_200,38,prior_payments_delayed,radio_tv,7317,greater_1000,4_to_7,4,majority,none,4,car_other,42,none,own,3,skilled,1,yes,yes,No Risk
4484,no_checking,23,prior_payments_delayed,business,3999,unknown,1_to_4,3,majority,none,4,car_other,25,none,own,2,skilled,1,none,yes,No Risk
4485,no_checking,32,outstanding_credit,appliances,5835,500_to_1000,4_to_7,4,minority,none,4,savings_insurance,50,none,own,2,skilled,2,yes,yes,Risk
4486,greater_200,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,minority,none,3,savings_insurance,30,stores,rent,1,skilled,1,none,yes,Risk
4487,0_to_200,21,credits_paid_to_date,radio_tv,5653,less_100,4_to_7,3,majority,none,4,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk
4488,0_to_200,19,credits_paid_to_date,furniture,1246,500_to_1000,4_to_7,3,minority,none,3,savings_insurance,44,bank,own,2,unemployed,1,none,yes,Risk
4489,less_0,25,credits_paid_to_date,car_new,1109,500_to_1000,less_1,2,majority,none,2,savings_insurance,26,bank,rent,1,unemployed,1,none,yes,No Risk
4490,less_0,11,all_credits_paid_back,vacation,250,less_100,1_to_4,2,minority,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,Risk
4491,less_0,20,credits_paid_to_date,furniture,1329,less_100,1_to_4,3,majority,none,3,real_estate,20,none,own,1,skilled,1,none,yes,No Risk
4492,0_to_200,9,all_credits_paid_back,furniture,250,500_to_1000,1_to_4,2,majority,none,2,real_estate,30,none,rent,1,skilled,1,none,yes,No Risk
4493,0_to_200,30,credits_paid_to_date,car_used,3000,greater_1000,1_to_4,3,minority,none,2,real_estate,32,none,own,1,skilled,1,none,yes,Risk
4494,less_0,10,all_credits_paid_back,car_new,250,less_100,unemployed,1,majority,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
4495,no_checking,27,prior_payments_delayed,radio_tv,5437,unknown,1_to_4,4,majority,none,5,savings_insurance,42,none,own,2,management_self-employed,1,none,yes,No Risk
4496,no_checking,33,outstanding_credit,radio_tv,2771,greater_1000,4_to_7,3,majority,none,2,car_other,30,none,own,1,skilled,1,none,yes,No Risk
4497,no_checking,31,outstanding_credit,appliances,6958,500_to_1000,greater_7,5,majority,co-applicant,4,car_other,51,none,free,2,management_self-employed,2,yes,yes,No Risk
4498,no_checking,12,outstanding_credit,education,5272,100_to_500,1_to_4,4,majority,none,4,car_other,39,none,own,1,management_self-employed,2,none,yes,No Risk
4499,no_checking,32,outstanding_credit,furniture,5499,unknown,greater_7,5,majority,co-applicant,4,unknown,49,none,own,3,skilled,2,yes,yes,No Risk
4500,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,majority,none,1,real_estate,20,bank,rent,1,unskilled,1,none,yes,No Risk
4501,no_checking,31,prior_payments_delayed,appliances,4870,500_to_1000,1_to_4,4,minority,none,3,savings_insurance,41,none,own,1,skilled,1,yes,yes,Risk
4502,no_checking,20,credits_paid_to_date,car_new,4747,100_to_500,less_1,3,majority,none,4,car_other,34,none,rent,2,management_self-employed,1,yes,yes,No Risk
4503,no_checking,26,prior_payments_delayed,business,8366,100_to_500,4_to_7,5,majority,none,3,car_other,52,none,free,2,management_self-employed,1,yes,yes,No Risk
4504,0_to_200,4,credits_paid_to_date,car_used,1283,less_100,less_1,2,minority,none,2,real_estate,19,stores,rent,1,unskilled,1,none,yes,Risk
4505,0_to_200,18,prior_payments_delayed,car_used,7395,100_to_500,1_to_4,4,majority,none,4,unknown,45,none,own,2,management_self-employed,1,yes,yes,No Risk
4506,no_checking,8,prior_payments_delayed,car_used,2646,greater_1000,1_to_4,3,minority,none,4,savings_insurance,42,stores,rent,1,unskilled,1,none,yes,Risk
4507,less_0,23,credits_paid_to_date,car_new,1698,less_100,1_to_4,2,majority,none,3,real_estate,27,none,own,2,skilled,1,yes,yes,No Risk
4508,0_to_200,5,prior_payments_delayed,car_used,250,less_100,less_1,2,minority,none,3,real_estate,26,none,own,1,skilled,1,none,yes,Risk
4509,no_checking,32,all_credits_paid_back,car_used,5353,100_to_500,4_to_7,4,majority,none,4,car_other,40,none,own,1,skilled,1,yes,yes,No Risk
4510,greater_200,20,all_credits_paid_back,furniture,654,500_to_1000,less_1,3,majority,none,3,savings_insurance,21,none,own,1,skilled,1,none,yes,No Risk
4511,greater_200,25,prior_payments_delayed,car_used,7486,greater_1000,greater_7,4,majority,co-applicant,3,unknown,52,none,own,2,skilled,2,yes,yes,No Risk
4512,no_checking,31,prior_payments_delayed,repairs,2535,500_to_1000,greater_7,3,minority,none,4,savings_insurance,35,none,own,1,skilled,1,yes,yes,Risk
4513,less_0,9,all_credits_paid_back,car_new,2052,less_100,unemployed,1,majority,none,2,real_estate,21,stores,rent,1,skilled,1,none,yes,No Risk
4514,no_checking,32,outstanding_credit,furniture,3184,unknown,greater_7,4,majority,none,4,car_other,37,bank,own,2,unemployed,2,yes,yes,No Risk
4515,no_checking,33,outstanding_credit,other,9564,greater_1000,greater_7,4,majority,co-applicant,5,unknown,57,none,free,2,skilled,2,yes,no,No Risk
4516,less_0,11,prior_payments_delayed,furniture,250,500_to_1000,4_to_7,3,majority,none,3,savings_insurance,34,none,own,2,skilled,1,none,yes,No Risk
4517,greater_200,27,credits_paid_to_date,business,5249,greater_1000,1_to_4,3,majority,none,3,car_other,51,none,own,2,skilled,1,none,no,No Risk
4518,0_to_200,14,credits_paid_to_date,appliances,250,less_100,less_1,3,minority,none,1,real_estate,38,bank,own,2,unemployed,1,none,yes,Risk
4519,less_0,10,all_credits_paid_back,car_new,2144,less_100,less_1,2,minority,co-applicant,2,real_estate,36,bank,rent,1,unemployed,1,none,yes,Risk
4520,less_0,8,all_credits_paid_back,car_new,336,less_100,1_to_4,2,minority,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes,Risk
4521,greater_200,20,outstanding_credit,radio_tv,6105,100_to_500,greater_7,3,minority,none,2,car_other,58,bank,own,2,unemployed,1,none,yes,Risk
4522,no_checking,15,credits_paid_to_date,radio_tv,1088,100_to_500,4_to_7,4,majority,none,3,savings_insurance,47,none,own,2,skilled,1,none,yes,No Risk
4523,less_0,11,all_credits_paid_back,vacation,2541,100_to_500,4_to_7,3,majority,none,3,real_estate,37,none,own,1,skilled,1,none,yes,No Risk
4524,0_to_200,16,prior_payments_delayed,radio_tv,730,less_100,1_to_4,3,majority,none,3,real_estate,31,none,own,1,skilled,1,none,yes,No Risk
4525,no_checking,39,prior_payments_delayed,repairs,6448,500_to_1000,greater_7,5,majority,co-applicant,4,unknown,42,none,free,2,skilled,2,yes,yes,No Risk
4526,0_to_200,4,all_credits_paid_back,car_used,250,100_to_500,unemployed,1,majority,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
4527,less_0,11,all_credits_paid_back,car_used,809,less_100,unemployed,2,majority,none,2,real_estate,26,none,own,1,management_self-employed,1,none,yes,No Risk
4528,no_checking,28,all_credits_paid_back,furniture,1165,100_to_500,1_to_4,3,majority,none,3,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk
4529,less_0,18,all_credits_paid_back,vacation,1564,less_100,less_1,1,majority,none,1,savings_insurance,25,stores,own,1,unskilled,1,none,yes,No Risk
4530,no_checking,36,outstanding_credit,appliances,6846,greater_1000,greater_7,5,minority,co-applicant,4,unknown,47,stores,own,2,unskilled,2,yes,yes,Risk
4531,no_checking,25,outstanding_credit,furniture,7108,500_to_1000,1_to_4,4,majority,none,4,savings_insurance,40,none,own,2,management_self-employed,1,none,yes,No Risk
4532,0_to_200,22,credits_paid_to_date,radio_tv,250,greater_1000,4_to_7,2,majority,none,2,real_estate,36,stores,own,2,skilled,1,none,yes,No Risk
4533,no_checking,37,outstanding_credit,radio_tv,5119,500_to_1000,greater_7,4,majority,co-applicant,4,car_other,49,none,free,2,skilled,1,yes,no,No Risk
4534,less_0,30,outstanding_credit,education,1584,100_to_500,4_to_7,2,majority,none,3,savings_insurance,33,none,rent,3,skilled,1,yes,yes,No Risk
4535,greater_200,25,all_credits_paid_back,radio_tv,5492,less_100,1_to_4,3,majority,none,2,car_other,29,none,own,2,skilled,1,none,yes,No Risk
4536,no_checking,44,prior_payments_delayed,repairs,3063,greater_1000,greater_7,5,majority,none,4,savings_insurance,49,none,free,2,skilled,1,yes,yes,No Risk
4537,no_checking,32,outstanding_credit,radio_tv,8827,500_to_1000,4_to_7,5,majority,co-applicant,4,unknown,50,none,free,2,management_self-employed,2,yes,yes,No Risk
4538,less_0,7,all_credits_paid_back,car_new,250,less_100,1_to_4,1,majority,none,2,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk
4539,less_0,16,credits_paid_to_date,car_new,250,less_100,4_to_7,3,minority,none,3,real_estate,29,stores,own,1,skilled,1,none,yes,Risk
4540,greater_200,16,credits_paid_to_date,retraining,5367,less_100,1_to_4,3,minority,none,3,savings_insurance,23,none,own,1,skilled,1,none,yes,Risk
4541,0_to_200,13,credits_paid_to_date,car_new,1582,less_100,less_1,2,minority,co-applicant,3,car_other,44,none,own,1,skilled,1,yes,yes,Risk
4542,greater_200,6,credits_paid_to_date,car_new,250,less_100,4_to_7,2,minority,none,3,real_estate,20,bank,rent,1,unemployed,1,none,yes,Risk
4543,less_0,12,all_credits_paid_back,car_new,2833,less_100,less_1,3,minority,none,3,savings_insurance,31,none,own,2,skilled,1,yes,yes,Risk
4544,no_checking,14,credits_paid_to_date,furniture,3243,less_100,1_to_4,3,majority,none,4,real_estate,59,none,own,1,management_self-employed,1,none,yes,No Risk
4545,less_0,11,all_credits_paid_back,car_used,919,100_to_500,1_to_4,3,minority,co-applicant,1,savings_insurance,42,stores,own,1,skilled,1,none,yes,Risk
4546,no_checking,15,credits_paid_to_date,car_new,4623,less_100,4_to_7,4,majority,none,4,car_other,51,none,own,1,management_self-employed,1,none,no,No Risk
4547,less_0,13,all_credits_paid_back,car_new,4243,less_100,unemployed,1,minority,none,2,car_other,38,stores,own,1,skilled,1,none,yes,Risk
4548,no_checking,31,all_credits_paid_back,car_used,5649,100_to_500,less_1,4,majority,none,3,real_estate,19,none,own,1,management_self-employed,2,none,yes,No Risk
4549,0_to_200,21,credits_paid_to_date,retraining,4637,less_100,4_to_7,3,minority,none,2,savings_insurance,34,none,own,1,skilled,1,none,yes,Risk
4550,no_checking,25,outstanding_credit,furniture,4019,500_to_1000,1_to_4,3,majority,none,5,car_other,35,none,free,2,management_self-employed,1,yes,yes,No Risk
4551,no_checking,31,outstanding_credit,furniture,4568,unknown,greater_7,5,minority,none,5,savings_insurance,49,none,own,2,skilled,1,none,yes,Risk
4552,no_checking,28,prior_payments_delayed,appliances,6850,unknown,greater_7,5,majority,none,4,unknown,50,stores,own,2,unskilled,2,none,yes,No Risk
4553,0_to_200,24,outstanding_credit,car_used,5056,500_to_1000,4_to_7,4,majority,none,4,unknown,43,none,own,2,skilled,1,none,yes,No Risk
4554,less_0,16,credits_paid_to_date,car_new,1659,less_100,4_to_7,3,majority,none,1,real_estate,21,stores,own,1,skilled,1,none,yes,No Risk
4555,no_checking,36,prior_payments_delayed,appliances,7315,greater_1000,greater_7,5,majority,none,4,unknown,58,none,free,2,skilled,1,yes,yes,No Risk
4556,0_to_200,31,credits_paid_to_date,radio_tv,250,greater_1000,1_to_4,3,minority,none,3,car_other,37,stores,own,1,skilled,1,yes,yes,Risk
4557,greater_200,32,outstanding_credit,appliances,4388,unknown,greater_7,4,majority,none,3,unknown,43,none,own,2,skilled,1,none,yes,No Risk
4558,less_0,4,credits_paid_to_date,car_used,408,less_100,1_to_4,1,minority,none,2,real_estate,26,bank,rent,1,unskilled,1,none,yes,Risk
4559,no_checking,45,prior_payments_delayed,repairs,8650,500_to_1000,greater_7,6,majority,co-applicant,4,unknown,53,none,free,3,skilled,2,yes,yes,No Risk
4560,no_checking,51,outstanding_credit,education,5082,unknown,greater_7,6,majority,guarantor,5,car_other,51,none,free,2,unskilled,1,yes,no,No Risk
4561,less_0,13,all_credits_paid_back,radio_tv,941,less_100,less_1,1,majority,none,2,real_estate,20,bank,rent,1,unemployed,1,none,yes,No Risk
4562,no_checking,35,outstanding_credit,repairs,4934,greater_1000,4_to_7,3,majority,none,3,unknown,60,none,own,2,skilled,1,yes,yes,No Risk
4563,less_0,17,prior_payments_delayed,car_new,1721,less_100,4_to_7,3,majority,none,1,car_other,30,none,rent,1,skilled,1,none,yes,No Risk
4564,no_checking,32,outstanding_credit,repairs,2886,unknown,greater_7,5,minority,none,4,car_other,37,none,own,2,skilled,1,yes,yes,Risk
4565,less_0,16,credits_paid_to_date,car_new,681,less_100,less_1,2,minority,none,2,savings_insurance,21,stores,rent,1,unskilled,1,none,yes,Risk
4566,less_0,18,prior_payments_delayed,car_new,250,less_100,less_1,1,majority,none,2,savings_insurance,21,none,own,1,skilled,1,none,yes,No Risk
4567,no_checking,25,prior_payments_delayed,radio_tv,4545,100_to_500,4_to_7,4,majority,none,3,savings_insurance,37,none,own,1,skilled,2,yes,yes,No Risk
4568,greater_200,18,all_credits_paid_back,car_used,945,100_to_500,1_to_4,3,minority,none,3,real_estate,36,none,rent,1,skilled,1,none,yes,Risk
4569,less_0,13,prior_payments_delayed,car_new,2651,less_100,1_to_4,3,majority,none,3,savings_insurance,25,none,own,2,management_self-employed,2,none,yes,No Risk
4570,no_checking,14,credits_paid_to_date,car_new,616,100_to_500,4_to_7,3,majority,none,4,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk
4571,less_0,23,credits_paid_to_date,radio_tv,1444,500_to_1000,4_to_7,3,majority,none,2,savings_insurance,33,bank,own,2,unemployed,1,yes,yes,No Risk
4572,less_0,10,all_credits_paid_back,car_new,250,less_100,less_1,1,minority,none,1,savings_insurance,25,stores,rent,1,skilled,1,none,yes,Risk
4573,0_to_200,21,credits_paid_to_date,car_used,1467,less_100,less_1,1,minority,none,3,savings_insurance,25,none,own,1,skilled,1,none,yes,Risk
4574,less_0,11,all_credits_paid_back,car_used,250,less_100,1_to_4,2,minority,none,1,savings_insurance,28,stores,rent,1,unskilled,1,none,yes,Risk
4575,greater_200,26,outstanding_credit,furniture,4823,500_to_1000,less_1,3,majority,none,4,unknown,43,bank,own,1,unskilled,1,yes,yes,No Risk
4576,0_to_200,12,credits_paid_to_date,vacation,250,less_100,4_to_7,3,minority,none,1,savings_insurance,33,none,own,1,skilled,1,none,yes,Risk
4577,0_to_200,14,no_credits,car_new,2918,less_100,unemployed,2,minority,none,1,savings_insurance,35,none,own,2,skilled,1,none,yes,Risk
4578,0_to_200,12,credits_paid_to_date,car_new,250,less_100,1_to_4,2,minority,none,2,real_estate,22,bank,rent,1,unskilled,1,none,yes,Risk
4579,no_checking,33,outstanding_credit,appliances,5865,greater_1000,greater_7,5,majority,co-applicant,5,car_other,47,none,free,3,skilled,2,yes,yes,No Risk
4580,no_checking,23,prior_payments_delayed,radio_tv,3252,100_to_500,greater_7,4,minority,none,4,car_other,51,none,own,2,skilled,1,none,yes,Risk
4581,0_to_200,25,credits_paid_to_date,car_new,2750,less_100,less_1,1,majority,none,2,real_estate,38,none,own,1,skilled,2,yes,yes,No Risk
4582,0_to_200,4,all_credits_paid_back,education,250,less_100,1_to_4,2,majority,none,2,real_estate,23,none,own,1,skilled,1,none,yes,No Risk
4583,less_0,14,all_credits_paid_back,car_new,697,less_100,unemployed,2,minority,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
4584,less_0,13,credits_paid_to_date,vacation,250,100_to_500,4_to_7,2,minority,co-applicant,2,car_other,29,stores,own,1,unskilled,1,none,yes,Risk
4585,0_to_200,14,credits_paid_to_date,car_new,822,less_100,unemployed,1,minority,none,3,real_estate,25,none,own,1,skilled,1,none,yes,Risk
4586,less_0,13,all_credits_paid_back,car_new,250,less_100,less_1,1,majority,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
4587,0_to_200,18,prior_payments_delayed,furniture,4504,less_100,greater_7,4,majority,none,3,unknown,46,none,own,1,skilled,1,none,no,No Risk
4588,no_checking,32,outstanding_credit,repairs,6172,500_to_1000,greater_7,5,majority,co-applicant,3,unknown,31,none,free,1,management_self-employed,1,yes,yes,No Risk
4589,greater_200,29,outstanding_credit,education,4885,500_to_1000,greater_7,5,minority,none,3,car_other,41,none,own,2,skilled,1,yes,yes,Risk
4590,less_0,6,all_credits_paid_back,car_used,250,less_100,less_1,2,majority,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
4591,less_0,11,all_credits_paid_back,car_used,2454,less_100,unemployed,2,minority,none,1,real_estate,23,none,rent,1,skilled,1,none,yes,Risk
4592,greater_200,15,prior_payments_delayed,furniture,1513,500_to_1000,less_1,3,majority,none,4,savings_insurance,36,none,own,1,skilled,1,yes,yes,No Risk
4593,no_checking,43,prior_payments_delayed,furniture,7047,500_to_1000,4_to_7,5,majority,co-applicant,5,car_other,46,none,free,2,management_self-employed,1,yes,yes,No Risk
4594,0_to_200,10,credits_paid_to_date,appliances,1770,less_100,less_1,2,minority,none,3,car_other,27,none,own,1,skilled,1,none,yes,Risk
4595,no_checking,48,credits_paid_to_date,other,7681,unknown,greater_7,5,majority,co-applicant,4,unknown,43,none,own,2,skilled,1,none,yes,No Risk
